category,question,option_a,option_b,option_c,correct,explanation
衛生題,廢水處理程序中，『活性污泥法』主要利用何種作用去除污染物？,化學藥劑的氧化還原,微生物的分解代謝,物理性的過濾與沉降,B,活性污泥法主要利用微生物的分解代謝去除污染物。在曝氣槽中，透過曝氣設備供給氧氣，將有機廢水與微生物（細菌、真菌、原生動物、後生動物）充分混合，溶解性有機物被微生物分解成二氧化碳、水和新生物質（微生物細胞）。活性污泥法由英國Clark和Gage於1912年發現，1918年首先應用於英國，為市政污水和工業廢水處理最廣泛應用的生物處理技術。
衛生題,我國空氣品質標準中，PM2.5的年平均值標準為何？,15 μg/m³,35 μg/m³,25 μg/m³,A,我國空氣品質標準PM2.5年平均值為15 μg/m³（微克/立方公尺），24小時平均值為35 μg/m³。環境部於2024年9月公告，2025年1月起年平均值降為12 μg/m³。PM2.5粒徑小於2.5微米，可深入肺泡，危害健康。
衛生題,何謂「健康風險評估」(Health Risk Assessment)？,為確保零風險而訂定的一套絕對安全標準與作業流程,僅針對單一暴露途徑進行危害分析與風險管理的完整過程,評估特定危害物對人體健康造成不良影響的可能性與嚴重程度,C,健康風險評估（HRA）是評估特定危害物對人體健康造成不良影響的可能性與嚴重程度。HRA四步驟為：危害確認（Hazard Identification）、劑量反應評估（Dose-Response Assessment）、暴露評估（Exposure Assessment）、風險特徵描述（Risk Characterization）。HRA廣泛應用於環境污染、職業衛生、食品安全等領域，提供風險管理及政策制定科學依據，保護公眾健康。
衛生題,在食品衛生中，『交叉污染』(Cross-contamination)是指什麼？,食物在烹煮過程中因溫度過高導致營養成分流失,有害微生物從一種食物、表面或人傳播到另一種食物,不同種類的化學添加物混合後產生的毒性反應,B,交叉污染（Cross-contamination）指有害微生物從一種食物、表面或人傳播到另一種食物。常見途徑包括：生熟食共用砧板刀具、處理生食後未洗手接觸熟食、生熟食儲存未分開、抹布未清潔消毒交叉使用。預防措施：生熟食分開處理、砧板刀具區分使用、徹底洗手、食品分層儲存（熟上生下）。交叉污染是食品中毒主要原因之一。
衛生題,何謂「人體工學」(Ergonomics)？,研究人與其工作環境之間關係的科學，旨在優化系統性能和人類福祉,要求人員長時間維持固定姿勢以適應特定機器設備的科學,專注於提升工作效率，而不考慮人員疲勞或舒適度的管理方法,A,人體工學（Ergonomics）研究人與工作環境之間關係，旨在優化系統性能和人類福祉。人體工學考量人體生理、心理、解剖特性，設計符合人體需求的工作環境、工具、設備及作業流程，減少疲勞、傷害風險，提升工作效率與舒適度。應用領域包括：工作站設計、工具設計、人機介面、作業姿勢改善等。人因危害（Ergonomic Hazards）是人體工學重要議題。
衛生題,在職業健康監測中，『生物監測』(Biological Monitoring)的主要優勢為何？,能夠精確地鑑定出環境中特定污染物的確切來源與分佈,可作為診斷職業病的唯一法律依據，並直接判定其因果關係,能反映經由多種途徑(呼吸道、皮膚、消化道)進入人體的總暴露量,C,生物監測（Biological Monitoring）主要優勢是能反映經由多種途徑（呼吸道、皮膚、消化道）進入人體的總暴露量。生物監測透過分析生物樣本（血液、尿液、呼氣等）中有害物質或代謝物濃度，評估實際吸收劑量。相較於作業環境監測僅測量空氣中濃度，生物監測更能反映個人實際暴露及吸收狀況，考量個體差異、防護具效果等因素，為健康風險評估重要工具。
衛生題,何者為『世界衛生組織』的縮寫？,WHO,WHA,WOH,A,WHO為World Health Organization（世界衛生組織）的縮寫。WHO成立於1948年4月7日，為聯合國專門機構，總部設於瑞士日內瓦，宗旨為「使世界各地人們獲得盡可能高水準的健康」。WHO職責包括：制定國際衛生標準、協調全球公共衛生事務、提供技術援助、監測疾病趨勢、發布健康指引等。每年4月7日為世界衛生日。
衛生題,在食品中毒原因菌中，何者常因未經充分加熱的肉類或蛋類引起，潛伏期較長，並可能導致敗血症？,仙人掌桿菌,沙門氏桿菌,金黃色葡萄球菌,B,沙門氏桿菌（Salmonella）常因未充分加熱的肉類、蛋類引起食物中毒。潛伏期6-72小時（通常12-36小時），症狀為腹瀉、腹痛、發燒，嚴重可致敗血症。預防：食品中心溫度達75°C以上、避免生食、冷藏保存、防止交叉污染。
衛生題,飲用水消毒過程中，氯與水中有機物反應可能產生何種消毒副產物(DBPs)，具有潛在致癌性？,二氧化氯氣體,次氯酸鈉溶液,三鹵甲烷(THMs),C,"三鹵甲烷（THMs, Trihalomethanes）是飲用水氯消毒過程中，氯與水中有機物反應產生的消毒副產物（DBPs），具有潛在致癌性。常見THMs包括氯仿（CHCl₃）、溴二氯甲烷、二溴氯甲烷、溴仿。飲用水水質標準規定總三鹵甲烷最大限值0.08 mg/L。降低THMs措施包括：改善水源水質、加強前處理去除有機物、改用臭氧或紫外線消毒、控制加氯量。"
衛生題,何謂「職業性皮膚病」？,泛指所有在工作期間發生的任何皮膚相關症狀與不適反應,因工作接觸特定化學物質、物理因素或生物因素所引起的皮膚疾病,僅指因工作壓力或心理因素所導致的皮膚問題與過敏反應,B,職業性皮膚病指因工作接觸特定化學物質（酸鹼、有機溶劑、金屬）、物理因素（摩擦、高溫、紫外線）或生物因素（細菌、真菌）所引起的皮膚疾病。常見類型包括：接觸性皮膚炎（過敏性或刺激性）、油性痤瘡、職業性白斑、皮膚癌等。預防措施：使用防護手套、避免直接接觸危害物、保持皮膚清潔、定期健康檢查。職業性皮膚病為法定職業病之一。
衛生題,在室內空氣品質(IAQ)中，何者是常見的生物性污染物？,黴菌孢子,二氧化碳,甲醛,A,黴菌孢子是室內空氣品質（IAQ）常見的生物性污染物。黴菌（mold）在潮濕環境中生長，釋放孢子透過空氣傳播，可引起過敏反應、氣喘、呼吸道感染等健康問題。其他常見生物性污染物包括細菌、病毒、塵蟎、花粉等。室內空氣品質管理法規範公共場所室內污染物濃度，維護國民健康。改善措施：控制濕度（50-60%）、加強通風、定期清潔。
衛生題,何謂「健康促進」(Health Promotion)？,專指針對已罹患特定疾病的患者，提供專業醫療照護與長期復健服務的過程,以治療為主要手段，旨在根除所有疾病，並確保個人完全沒有任何健康問題的狀態,透過教育、政策、環境改造等多元策略，使人們能夠增強對自身健康的掌控，並改善健康狀態的過程,C,健康促進（Health Promotion）由WHO於1986年渥太華憲章提出，指透過教育、政策、環境改造等多元策略，使人們能夠增強對自身健康的掌控並改善健康狀態的過程。健康促進五大行動綱領：建立健康公共政策、創造支持性環境、強化社區行動、發展個人技能、調整健康服務方向。健康促進強調「賦權」（empowerment），著重預防疾病及提升生活品質。
衛生題,在職業健康中，何謂「聽力保護計畫」(Hearing Conservation Program)？,提供勞工個人聽力防護具，但不包含噪音源的工程控制或作業環境監測等預防措施,針對噪音暴露勞工，提供聽力檢查、聽力防護具、教育訓練及工程控制等一系列措施，以預防噪音性聽力損失,一種事後補救性質的方案，在勞工發生聽力損失後提供醫療協助與補償的完整計畫,B,聽力保護計畫（HCP）針對噪音暴露勞工，提供聽力檢查、聽力防護具、教育訓練及工程控制等一系列措施，以預防噪音性聽力損失。HCP內容包括：噪音監測（8小時TWA≥85 dB需實施）、基準及定期聽力檢查、提供耳塞或耳罩、勞工教育訓練、工程改善降低噪音源、記錄保存等。噪音性聽力損失為不可逆職業病，預防勝於治療。
衛生題,何者為「食品良好衛生規範準則」(GHP)的主要目的？,確保食品在製造、加工、調配、包裝、儲存、運送、販賣等過程中，符合衛生安全要求,專門針對食品的口味與口感進行標準化，以提升產品的市場競爭力與銷售量,著重於食品的最終成品檢驗，而不涵蓋生產過程中的衛生管理與環境控制,A,"食品良好衛生規範準則（GHP, Good Hygiene Practice）主要目的是確保食品在製造、加工、調配、包裝、儲存、運送、販賣等過程中符合衛生安全要求。GHP規範內容包括：環境衛生管理、設施設備衛生管理、從業人員衛生管理、製程及品質管制、倉儲及運輸管制、檢驗及量測管制、客訴處理等。GHP為HACCP實施前提基礎，為食品業者基本衛生要求。"
衛生題,在環境衛生中，何謂「病媒防治」(Vector Control)？,一種使用化學藥劑進行大規模噴灑，以快速殺滅環境中所有昆蟲的防治方法,針對農作物害蟲進行防治，以確保農產品的產量與品質，但不涉及人類疾病,透過環境管理、化學防治、生物防治等方法，控制或消滅傳播疾病的病媒生物(如蚊、蠅、鼠、蟑螂),C,病媒防治（Vector Control）透過環境管理、化學防治、生物防治等方法，控制或消滅傳播疾病的病媒生物（如蚊、蠅、鼠、蟑螂）。病媒生物可傳播登革熱、瘧疾、鼠疫、傷寒等疾病。防治策略：環境管理（清除孳生源、改善環境衛生）、化學防治（殺蟲劑）、生物防治（天敵、性費洛蒙）、物理防治（紗窗、捕鼠器）。以環境管理為優先，化學防治為輔。
